Sl.No	Thread No	ITEM	 TIME (in Microseconds)
  1 		 1 		 Maach 	 156
  2 		 1 		 Dal 	 310
  3 		 1 		 Maach 	 334
  4 		 1 		 Dal 	 349
  5 		 1 		 Maach 	 367
  6 		 1 		 Dal 	 382
  7 		 1 		 Maach 	 397
  8 		 1 		 Dal 	 411
  9 		 1 		 Maach 	 425
 10 		 1 		 Dal 	 442
 11 		 1 		 Maach 	 456
 12 		 1 		 Dal 	 473
 13 		 1 		 Maach 	 487
 14 		 1 		 Dal 	 504
 15 		 1 		 Maach 	 523
 16 		 1 		 Dal 	 546
 17 		 1 		 Maach 	 570
 18 		 1 		 Dal 	 593
 19 		 1 		 Maach 	 616
 20 		 1 		 Dal 	 638
 21 		 1 		 Maach 	 661
 22 		 1 		 Dal 	 684
 23 		 1 		 Maach 	 709
 24 		 1 		 Dal 	 733
 25 		 1 		 Maach 	 758
 26 		 1 		 Dal 	 783
 27 		 1 		 Maach 	 808
 28 		 1 		 Dal 	 832
 29 		 1 		 Maach 	 857
 30 		 1 		 Dal 	 880
 31 		 1 		 Maach 	 905
 32 		 1 		 Dal 	 930
 33 		 1 		 Maach 	 955
 34 		 1 		 Dal 	 980
 35 		 1 		 Maach 	 999
 36 		 1 		 Dal 	 1013
 37 		 1 		 Maach 	 1027
 38 		 1 		 Dal 	 1040
 39 		 1 		 Maach 	 1054
 40 		 1 		 Dal 	 1068
 41 		 1 		 Maach 	 1081
 42 		 1 		 Dal 	 1095
 43 		 1 		 Maach 	 1108
 44 		 1 		 Dal 	 1122
 45 		 1 		 Maach 	 1137
 46 		 1 		 Dal 	 1151
 47 		 1 		 Maach 	 1165
 48 		 1 		 Dal 	 1179
 49 		 1 		 Maach 	 1193
 50 		 1 		 Dal 	 1207
 51 		 1 		 Maach 	 1221
 52 		 1 		 Dal 	 1235
 53 		 1 		 Maach 	 1249
 54 		 1 		 Dal 	 1263
 55 		 1 		 Maach 	 1277
 56 		 1 		 Dal 	 1291
 57 		 1 		 Maach 	 1307
 58 		 1 		 Dal 	 1321
 59 		 1 		 Maach 	 1335
 60 		 1 		 Dal 	 1351
 61 		 1 		 Maach 	 1365
 62 		 1 		 Dal 	 1378
 63 		 1 		 Maach 	 1394
 64 		 1 		 Dal 	 1408
 65 		 1 		 Maach 	 1424
 66 		 1 		 Dal 	 1438
 67 		 1 		 Maach 	 1452
 68 		 1 		 Dal 	 1467
 69 		 1 		 Maach 	 1482
 70 		 1 		 Dal 	 1496
 71 		 1 		 Maach 	 1511
 72 		 1 		 Dal 	 1525
 73 		 1 		 Maach 	 1541
 74 		 1 		 Dal 	 1555
 75 		 1 		 Maach 	 1569
 76 		 1 		 Dal 	 1584
 77 		 1 		 Maach 	 1598
 78 		 1 		 Dal 	 1612
 79 		 1 		 Maach 	 1628
 80 		 1 		 Dal 	 1642
 81 		 1 		 Maach 	 1656
 82 		 1 		 Dal 	 1670
 83 		 1 		 Maach 	 1684
 84 		 1 		 Dal 	 1699
 85 		 1 		 Maach 	 1714
 86 		 1 		 Dal 	 1728
 87 		 1 		 Maach 	 1744
 88 		 1 		 Dal 	 1758
 89 		 1 		 Maach 	 1771
 90 		 1 		 Dal 	 1787
 91 		 1 		 Maach 	 1801
 92 		 1 		 Dal 	 1815
 93 		 1 		 Maach 	 1829
 94 		 1 		 Dal 	 1843
 95 		 1 		 Maach 	 1858
 96 		 1 		 Dal 	 1873
 97 		 1 		 Maach 	 1886
 98 		 1 		 Dal 	 1935
 99 		 1 		 Maach 	 1984
100 		 1 		 Dal 	 2029
101 		 1 		 Maach 	 2063
102 		 1 		 Dal 	 2106
103 		 1 		 Maach 	 2139
104 		 1 		 Dal 	 2181
105 		 1 		 Maach 	 2214
